filas,variables_url,legitimas,phishing,clase_mayoritaria,mejor_variable_sola,acc_una_variable,ventaja_puntos,n_degeneradas,f1_arbol_prof1,f1_arbol_prof2,f1_arbol_prof3
233380,20,134132,99248,0.5747,NoOfOtherSpecialCharsInURL,0.794,21.93,7,0.8443,0.8584,0.8744
